Throw_IDs,Times_Practiced_x,Player_Consistency_Score,Cumulative_Impact_Force,Throws_Per_Week,Throw_Technique_Style,Player_Experience_Level,Throw_Accuracy_Deviation,Flip_Result,Times_Practiced_y,Times_Adjusted_Grip,Impact_Point
100182,348625.0,10.0,805.44,16.0,Calculated_Lob,Experienced (26-45),18.0,No,348625.0,3.0,Corner_Hit
102173,46952.0,49.0,268.0,13.0,Calculated_Lob,Veteran (46-65),14.0,Yes,46952.0,5.0,Corner_Hit
103035,8490.0,48.0,248.0,4.0,Steady_Push,Veteran (46-65),14.0,Yes,8490.0,2.0,Corner_Hit
100894,83675.0,49.0,159.0,28.0,Steady_Push,Veteran (46-65),30.0,Yes,83675.0,1.0,Face_Hit
102701,400067.0,9.0,925.12,8.0,Steady_Push,Experienced (26-45),15.0,No,400067.0,3.0,Edge_Hit
101050,329602.0,33.0,812.24,28.0,Calculated_Lob,Rookie (0-25),17.0,No,329602.0,1.0,Corner_Hit
103091,109572.0,4.0,772.0,10.0,Steady_Push,Veteran (46-65),26.0,Yes,109572.0,7.0,Face_Hit
102304,205948.0,52.0,819.53,3.0,Calculated_Lob,Rookie (0-25),24.0,Yes,205948.0,4.0,Face_Hit
100794,169963.0,34.0,465.0,9.0,Steady_Push,Veteran (46-65),2.0,Yes,169963.0,8.0,Edge_Hit
101094,345307.0,8.0,776.41,3.0,Steady_Push,Experienced (26-45),20.0,No,345307.0,0.0,Face_Hit
100048,313764.0,8.0,768.48,6.0,Calculated_Lob,,0.0,No,313764.0,0.0,Corner_Hit
102267,112433.0,60.0,249.0,29.0,Calculated_Lob,Veteran (46-65),17.0,Yes,112433.0,10.0,Face_Hit
100250,147517.0,27.0,236.0,15.0,Steady_Push,Rookie (0-25),17.0,Yes,147517.0,5.0,Corner_Hit
101916,75438.0,27.0,529.0,29.0,Calculated_Lob,Veteran (46-65),2.0,Yes,75438.0,4.0,Corner_Hit
101632,31166.0,15.0,863.0,2.0,Steady_Push,Rookie (0-25),2.0,Yes,31166.0,4.0,Edge_Hit
102717,412463.0,19.0,752.1,25.0,Calculated_Lob,Experienced (26-45),4.0,No,412463.0,2.0,Face_Hit
101641,185311.0,18.0,229.0,10.0,Quick_Flick,Veteran (46-65),3.0,Yes,185311.0,3.0,Edge_Hit
102968,445603.0,8.0,546.94,15.0,Steady_Push,Veteran (46-65),12.0,No,445603.0,3.0,Corner_Hit
101819,31762.0,48.0,561.0,11.0,Steady_Push,Veteran (46-65),15.0,Yes,31762.0,1.0,Corner_Hit
101713,332324.0,39.0,761.79,28.0,,Rookie (0-25),12.0,No,332324.0,2.0,Face_Hit
101326,32610.0,10.0,167.0,6.0,Calculated_Lob,Rookie (0-25),25.0,Yes,32610.0,9.0,Corner_Hit
102163,34365.0,47.0,241.0,11.0,Quick_Flick,Rookie (0-25),7.0,Yes,34365.0,1.0,Corner_Hit
102442,67312.0,12.0,953.0,8.0,Quick_Flick,Veteran (46-65),2.0,Yes,67312.0,2.0,Edge_Hit
100561,219832.0,36.0,817.39,21.0,Steady_Push,Experienced (26-45),27.0,Yes,219832.0,1.0,Corner_Hit
101175,272255.0,41.0,846.95,14.0,Steady_Push,Experienced (26-45),13.0,No,272255.0,1.0,Face_Hit
102004,170903.0,41.0,822.0,14.0,Calculated_Lob,Veteran (46-65),20.0,No,170903.0,4.0,Edge_Hit
100358,354071.0,29.0,621.47,3.0,Calculated_Lob,Experienced (26-45),11.0,No,354071.0,1.0,Face_Hit
102192,28344.0,43.0,877.0,24.0,Calculated_Lob,Veteran (46-65),16.0,Yes,28344.0,1.0,Corner_Hit
103136,435650.0,18.0,718.52,21.0,Steady_Push,Experienced (26-45),17.0,No,435650.0,2.0,Edge_Hit
101751,361837.0,32.0,906.98,26.0,Steady_Push,Experienced (26-45),13.0,No,361837.0,1.0,Edge_Hit
100676,176193.0,45.0,202.0,22.0,Calculated_Lob,Veteran (46-65),27.0,Yes,176193.0,2.0,Corner_Hit
102065,170132.0,20.0,715.0,5.0,Calculated_Lob,Veteran (46-65),27.0,Yes,170132.0,5.0,Face_Hit
101516,429559.0,30.0,833.99,6.0,Steady_Push,Experienced (26-45),16.0,No,429559.0,2.0,Edge_Hit
103004,411227.0,29.0,939.07,4.0,Calculated_Lob,Veteran (46-65),15.0,No,411227.0,4.0,Face_Hit
101202,110186.0,22.0,232.0,23.0,Steady_Push,Veteran (46-65),25.0,Yes,110186.0,9.0,Edge_Hit
101426,415569.0,26.0,660.09,7.0,Steady_Push,Experienced (26-45),5.0,No,415569.0,2.0,Corner_Hit
101890,382604.0,36.0,802.79,11.0,Steady_Push,Experienced (26-45),17.0,No,382604.0,0.0,Face_Hit
102772,254490.0,23.0,225.58,6.0,Calculated_Lob,Veteran (46-65),30.0,Yes,254490.0,10.0,Face_Hit
102599,20929.0,20.0,125.0,5.0,Steady_Push,Experienced (26-45),13.0,Yes,20929.0,2.0,Edge_Hit
102674,388025.0,29.0,883.85,9.0,Calculated_Lob,Experienced (26-45),8.0,No,388025.0,2.0,Corner_Hit
101945,39321.0,25.0,164.0,3.0,Steady_Push,Rookie (0-25),2.0,Yes,39321.0,0.0,Edge_Hit
102577,112512.0,58.0,850.0,10.0,Quick_Flick,Experienced (26-45),23.0,Yes,112512.0,4.0,Edge_Hit
101133,94029.0,50.0,341.0,15.0,Quick_Flick,Experienced (26-45),22.0,Yes,94029.0,9.0,Edge_Hit
101853,271045.0,32.0,527.25,7.0,Calculated_Lob,Experienced (26-45),15.0,No,271045.0,3.0,Face_Hit
101155,426706.0,47.0,882.71,20.0,Calculated_Lob,Veteran (46-65),16.0,No,426706.0,1.0,Edge_Hit
100556,422946.0,7.0,773.87,25.0,Steady_Push,Veteran (46-65),17.0,No,422946.0,3.0,Face_Hit
102984,54623.0,5.0,919.0,11.0,Calculated_Lob,Experienced (26-45),14.0,Yes,54623.0,2.0,Face_Hit
100750,122998.0,7.0,600.0,1.0,Calculated_Lob,Veteran (46-65),30.0,Yes,122998.0,8.0,Face_Hit
101379,147606.0,29.0,989.0,6.0,Calculated_Lob,Experienced (26-45),29.0,Yes,147606.0,10.0,Edge_Hit
101172,439794.0,10.0,691.82,16.0,Calculated_Lob,Veteran (46-65),13.0,No,439794.0,2.0,Corner_Hit
101728,336315.0,35.0,656.84,12.0,Calculated_Lob,Experienced (26-45),16.0,No,336315.0,0.0,Edge_Hit
102965,182928.0,23.0,537.0,17.0,Calculated_Lob,Rookie (0-25),25.0,Yes,182928.0,0.0,Edge_Hit
100207,346138.0,59.0,842.34,7.0,Steady_Push,Experienced (26-45),10.0,No,346138.0,0.0,Edge_Hit
100830,388446.0,56.0,597.89,4.0,Steady_Push,Veteran (46-65),7.0,No,388446.0,0.0,Edge_Hit
100527,125643.0,15.0,951.0,23.0,Steady_Push,Experienced (26-45),16.0,Yes,125643.0,0.0,Edge_Hit
101767,58134.0,9.0,504.0,22.0,Calculated_Lob,Experienced (26-45),13.0,Yes,58134.0,7.0,Face_Hit
101351,315444.0,33.0,753.35,25.0,Steady_Push,Rookie (0-25),4.0,No,315444.0,2.0,Edge_Hit
101779,85238.0,25.0,699.0,18.0,Steady_Push,Experienced (26-45),2.0,Yes,85238.0,5.0,Edge_Hit
102315,255067.0,19.0,606.09,30.0,Steady_Push,Experienced (26-45),14.0,Yes,255067.0,10.0,Edge_Hit
102186,116913.0,39.0,805.0,29.0,Quick_Flick,Rookie (0-25),3.0,Yes,116913.0,8.0,Face_Hit
102580,134112.0,38.0,732.0,24.0,Quick_Flick,Veteran (46-65),14.0,Yes,134112.0,10.0,Edge_Hit
100423,85139.0,37.0,556.0,5.0,Steady_Push,Veteran (46-65),22.0,Yes,85139.0,9.0,Edge_Hit
100999,123945.0,14.0,760.0,15.0,Quick_Flick,Veteran (46-65),4.0,Yes,123945.0,9.0,Corner_Hit
102802,305262.0,28.0,742.81,27.0,Steady_Push,Experienced (26-45),6.0,No,305262.0,2.0,Face_Hit
100155,123495.0,46.0,748.0,22.0,Calculated_Lob,Experienced (26-45),9.0,Yes,123495.0,8.0,Corner_Hit
100585,444495.0,47.0,914.03,19.0,Steady_Push,Experienced (26-45),6.0,No,444495.0,0.0,Edge_Hit
101606,218848.0,49.0,523.55,4.0,Steady_Push,Experienced (26-45),1.0,Yes,218848.0,10.0,Face_Hit
101095,89531.0,42.0,994.0,1.0,Steady_Push,Experienced (26-45),23.0,Yes,89531.0,8.0,Edge_Hit
102064,22407.0,57.0,915.0,3.0,Calculated_Lob,Experienced (26-45),24.0,Yes,22407.0,0.0,Edge_Hit
103047,309239.0,39.0,803.88,10.0,Steady_Push,Experienced (26-45),10.0,No,309239.0,4.0,Face_Hit
101374,104622.0,11.0,799.0,22.0,Quick_Flick,Veteran (46-65),22.0,Yes,104622.0,4.0,Edge_Hit
100287,436458.0,55.0,884.25,12.0,Calculated_Lob,Rookie (0-25),12.0,No,436458.0,2.0,Edge_Hit
102519,91091.0,27.0,293.0,8.0,Steady_Push,Veteran (46-65),19.0,Yes,91091.0,6.0,Corner_Hit
102759,352485.0,19.0,597.56,25.0,Steady_Push,Rookie (0-25),1.0,No,352485.0,2.0,Face_Hit
101419,338344.0,45.0,756.08,14.0,Calculated_Lob,Experienced (26-45),8.0,No,338344.0,3.0,Corner_Hit
100091,179167.0,25.0,233.0,7.0,Calculated_Lob,Veteran (46-65),8.0,Yes,179167.0,1.0,Face_Hit
101345,313553.0,49.0,812.28,18.0,Calculated_Lob,Experienced (26-45),19.0,No,313553.0,3.0,Corner_Hit
101904,157392.0,12.0,567.0,25.0,Steady_Push,Experienced (26-45),0.0,Yes,157392.0,5.0,Corner_Hit
101045,232360.0,10.0,705.14,28.0,Steady_Push,Master (65+),7.0,Yes,232360.0,4.0,Corner_Hit
102383,410909.0,40.0,638.43,10.0,Steady_Push,Rookie (0-25),18.0,No,410909.0,0.0,Edge_Hit
101455,269161.0,22.0,955.77,27.0,Calculated_Lob,Veteran (46-65),12.0,No,269161.0,0.0,Edge_Hit
101934,364733.0,44.0,775.25,8.0,Calculated_Lob,Veteran (46-65),2.0,No,364733.0,0.0,Face_Hit
102872,226727.0,26.0,616.81,7.0,Steady_Push,Veteran (46-65),16.0,Yes,226727.0,6.0,Face_Hit
102983,80741.0,46.0,271.0,13.0,Steady_Push,,17.0,Yes,80741.0,3.0,Edge_Hit
101235,445314.0,37.0,677.38,23.0,Steady_Push,Veteran (46-65),7.0,No,445314.0,2.0,Face_Hit
102518,289046.0,51.0,529.37,21.0,Steady_Push,Experienced (26-45),19.0,No,289046.0,3.0,Edge_Hit
101375,229951.0,27.0,204.53,26.0,Steady_Push,Veteran (46-65),23.0,Yes,229951.0,7.0,Corner_Hit
102456,138675.0,24.0,982.0,9.0,Steady_Push,Veteran (46-65),24.0,Yes,138675.0,1.0,Edge_Hit
102403,26563.0,42.0,567.0,25.0,Quick_Flick,Rookie (0-25),21.0,Yes,26563.0,4.0,Edge_Hit
101776,110782.0,19.0,255.0,12.0,Calculated_Lob,Experienced (26-45),4.0,Yes,110782.0,7.0,Corner_Hit
102108,12472.0,45.0,821.0,24.0,Steady_Push,Experienced (26-45),1.0,Yes,12472.0,5.0,Face_Hit
101674,122910.0,39.0,824.0,26.0,Quick_Flick,Experienced (26-45),24.0,Yes,122910.0,10.0,Edge_Hit
101688,399175.0,56.0,933.88,25.0,Calculated_Lob,Experienced (26-45),1.0,No,399175.0,1.0,Face_Hit
102782,112021.0,51.0,138.0,8.0,Steady_Push,Veteran (46-65),8.0,Yes,112021.0,0.0,Corner_Hit
103067,115373.0,39.0,178.0,11.0,Calculated_Lob,Rookie (0-25),26.0,Yes,115373.0,6.0,Edge_Hit
102993,232467.0,,110.74,25.0,Calculated_Lob,Veteran (46-65),16.0,Yes,232467.0,6.0,Face_Hit
100115,89060.0,54.0,187.0,5.0,Steady_Push,Experienced (26-45),25.0,Yes,89060.0,2.0,Corner_Hit
102146,235214.0,33.0,175.53,,Steady_Push,Rookie (0-25),6.0,Yes,235214.0,7.0,Edge_Hit
100938,98057.0,22.0,966.0,7.0,Steady_Push,Veteran (46-65),11.0,Yes,98057.0,0.0,Edge_Hit
102631,58260.0,1.0,697.0,15.0,Calculated_Lob,Experienced (26-45),8.0,Yes,58260.0,3.0,Face_Hit
102737,293673.0,14.0,507.11,23.0,Steady_Push,Veteran (46-65),17.0,No,293673.0,3.0,Corner_Hit
101024,236225.0,37.0,429.87,21.0,Quick_Flick,Veteran (46-65),24.0,Yes,236225.0,5.0,Edge_Hit
101761,4137.0,46.0,759.0,30.0,Quick_Flick,Veteran (46-65),0.0,Yes,4137.0,8.0,Edge_Hit
100488,100486.0,5.0,239.0,10.0,Steady_Push,Veteran (46-65),8.0,Yes,100486.0,6.0,Face_Hit
103123,180964.0,47.0,529.0,20.0,Calculated_Lob,Veteran (46-65),16.0,Yes,180964.0,6.0,Face_Hit
102746,176782.0,24.0,422.0,10.0,Calculated_Lob,Experienced (26-45),6.0,Yes,176782.0,2.0,Face_Hit
100972,37792.0,50.0,178.0,12.0,Steady_Push,Rookie (0-25),15.0,Yes,37792.0,4.0,Edge_Hit
101918,194970.0,7.0,586.0,3.0,Calculated_Lob,Experienced (26-45),18.0,Yes,194970.0,3.0,Face_Hit
102538,443364.0,39.0,589.7,18.0,Calculated_Lob,Veteran (46-65),5.0,No,443364.0,4.0,Face_Hit
100764,137186.0,52.0,461.0,15.0,Calculated_Lob,Experienced (26-45),12.0,Yes,137186.0,4.0,Corner_Hit
101857,283332.0,34.0,888.97,27.0,Steady_Push,Veteran (46-65),12.0,No,283332.0,3.0,Corner_Hit
103196,161870.0,6.0,120.0,27.0,Quick_Flick,Rookie (0-25),13.0,Yes,161870.0,3.0,Face_Hit
100325,371549.0,54.0,948.7,18.0,Calculated_Lob,Experienced (26-45),11.0,No,371549.0,1.0,Corner_Hit
100729,3438.0,31.0,365.0,21.0,Steady_Push,Veteran (46-65),5.0,Yes,3438.0,4.0,Edge_Hit
102419,379618.0,58.0,771.34,9.0,Calculated_Lob,Experienced (26-45),6.0,No,379618.0,0.0,Face_Hit
101442,268519.0,18.0,878.7,30.0,Calculated_Lob,Experienced (26-45),12.0,No,268519.0,0.0,Face_Hit
101125,235003.0,19.0,669.94,22.0,Quick_Flick,Rookie (0-25),9.0,Yes,235003.0,3.0,Corner_Hit
100637,75100.0,7.0,277.0,18.0,Steady_Push,Rookie (0-25),9.0,Yes,75100.0,6.0,Face_Hit
103001,114805.0,5.0,994.0,16.0,Calculated_Lob,Experienced (26-45),13.0,Yes,114805.0,4.0,Edge_Hit
101482,251798.0,34.0,980.36,17.0,Calculated_Lob,Experienced (26-45),14.0,Yes,251798.0,5.0,Corner_Hit
100865,161958.0,12.0,989.0,15.0,Calculated_Lob,Experienced (26-45),18.0,Yes,161958.0,2.0,Corner_Hit
103151,312845.0,50.0,773.95,4.0,Calculated_Lob,Experienced (26-45),15.0,No,312845.0,4.0,Face_Hit
102499,189350.0,57.0,215.0,28.0,Steady_Push,Veteran (46-65),15.0,Yes,189350.0,1.0,Edge_Hit
102633,93498.0,48.0,993.0,14.0,Quick_Flick,Veteran (46-65),30.0,Yes,93498.0,0.0,Edge_Hit
100109,402726.0,18.0,963.38,11.0,Calculated_Lob,Veteran (46-65),4.0,No,402726.0,0.0,Corner_Hit
101157,131133.0,60.0,699.0,4.0,Quick_Flick,Veteran (46-65),14.0,Yes,131133.0,5.0,Corner_Hit
102081,339436.0,1.0,707.51,21.0,Calculated_Lob,Experienced (26-45),6.0,No,339436.0,2.0,Corner_Hit
100151,34991.0,16.0,444.0,15.0,Steady_Push,Experienced (26-45),24.0,Yes,34991.0,8.0,Face_Hit
101247,229634.0,37.0,692.35,29.0,Quick_Flick,Experienced (26-45),6.0,Yes,229634.0,10.0,Corner_Hit
100426,343068.0,28.0,734.0,18.0,Steady_Push,Experienced (26-45),9.0,No,343068.0,2.0,Corner_Hit
100984,33187.0,28.0,770.0,1.0,Calculated_Lob,Veteran (46-65),2.0,Yes,33187.0,8.0,Corner_Hit
101892,410620.0,29.0,616.56,23.0,Steady_Push,Experienced (26-45),19.0,No,410620.0,0.0,Corner_Hit
100022,284307.0,9.0,720.93,9.0,Steady_Push,Rookie (0-25),19.0,No,284307.0,2.0,Edge_Hit
102727,390882.0,12.0,828.22,17.0,Calculated_Lob,Veteran (46-65),10.0,No,390882.0,1.0,Face_Hit
102996,226613.0,,606.63,17.0,Quick_Flick,Experienced (26-45),20.0,Yes,226613.0,6.0,Corner_Hit
102302,226845.0,15.0,666.07,1.0,Steady_Push,Veteran (46-65),1.0,Yes,226845.0,0.0,Corner_Hit
101167,440595.0,36.0,592.18,14.0,Calculated_Lob,Rookie (0-25),6.0,No,440595.0,0.0,Corner_Hit
100441,330761.0,6.0,552.73,18.0,Calculated_Lob,Experienced (26-45),0.0,No,330761.0,1.0,Corner_Hit
103073,420906.0,18.0,891.09,17.0,Steady_Push,Experienced (26-45),0.0,No,420906.0,0.0,Corner_Hit
100641,323462.0,49.0,838.86,28.0,Calculated_Lob,Experienced (26-45),18.0,No,323462.0,1.0,Corner_Hit
100132,249100.0,10.0,484.64,22.0,Quick_Flick,Master (65+),5.0,Yes,249100.0,5.0,Face_Hit
102136,190555.0,29.0,394.0,19.0,Steady_Push,Veteran (46-65),21.0,Yes,190555.0,7.0,Edge_Hit
102714,233125.0,57.0,713.26,10.0,Calculated_Lob,Experienced (26-45),15.0,Yes,233125.0,4.0,Face_Hit
100233,158421.0,13.0,308.0,9.0,Steady_Push,Veteran (46-65),29.0,Yes,158421.0,3.0,Corner_Hit
101061,213501.0,47.0,621.23,19.0,Steady_Push,Experienced (26-45),9.0,Yes,213501.0,1.0,Edge_Hit
101983,362743.0,55.0,523.44,10.0,Steady_Push,Veteran (46-65),6.0,No,362743.0,3.0,Corner_Hit
102657,267625.0,1.0,732.16,28.0,Calculated_Lob,Experienced (26-45),4.0,No,267625.0,1.0,Edge_Hit
102721,437051.0,48.0,680.44,4.0,Calculated_Lob,Experienced (26-45),17.0,No,437051.0,1.0,Face_Hit
102118,58126.0,54.0,654.0,22.0,Calculated_Lob,Veteran (46-65),22.0,Yes,58126.0,6.0,Corner_Hit
101421,120387.0,39.0,140.0,2.0,Calculated_Lob,Veteran (46-65),23.0,Yes,120387.0,7.0,Edge_Hit
100836,218463.0,59.0,768.3,21.0,Calculated_Lob,Veteran (46-65),1.0,Yes,218463.0,0.0,Face_Hit
101478,338338.0,17.0,885.4,11.0,Steady_Push,Experienced (26-45),6.0,No,338338.0,1.0,Face_Hit
100496,136515.0,10.0,648.0,26.0,Steady_Push,Rookie (0-25),24.0,Yes,136515.0,2.0,Edge_Hit
102841,322744.0,39.0,503.85,11.0,Steady_Push,Experienced (26-45),2.0,No,322744.0,0.0,Corner_Hit
103198,370850.0,24.0,669.34,26.0,Calculated_Lob,Experienced (26-45),6.0,No,370850.0,2.0,Corner_Hit
102525,237212.0,55.0,452.46,10.0,Quick_Flick,Rookie (0-25),2.0,Yes,237212.0,9.0,Corner_Hit
100854,333254.0,8.0,684.19,30.0,Steady_Push,Veteran (46-65),2.0,No,333254.0,1.0,Edge_Hit
102166,43738.0,49.0,724.0,22.0,Steady_Push,Experienced (26-45),30.0,Yes,43738.0,0.0,Corner_Hit
101015,357995.0,6.0,627.93,22.0,Calculated_Lob,Experienced (26-45),7.0,No,357995.0,0.0,Face_Hit
103042,289020.0,9.0,683.56,5.0,Calculated_Lob,Experienced (26-45),3.0,No,289020.0,1.0,Edge_Hit
101647,371253.0,56.0,978.63,4.0,Steady_Push,Rookie (0-25),7.0,No,371253.0,1.0,Face_Hit
